refId-ignore,uid,name,phone,email,address,city,Wt_Attribute_Match,Wt_Attribute_Score,id,,
272D628F-B377-A3C8-3107-66361638EF39,base1931,"Wells, Kameko",1-940-885-8957,dolor.fusce@outlook.com,Ap #238-4642 Proin Road,Newark,"[1930, 2430, 2930]","[3.0, 2.5, 1.5]",1125,,
272D628F-B377-A3C8-3107-66361638EF39,defaults431,"Wells, Kameko",1-940-885-8957,dolor.fusce@outlook.com,,,"[1930, 2430, 2930]","[2.5, 2.5, 1.5]",1125,,
C23FB9D8-228C-DA24-4732-6257A4CA364D,base796,Sybill Mcmillan,1-724-715-3377,dolor.nonummy.ac@hotmail.com,"P.O. Box 728, 510 Ac Rd.",Metairie,[795],[3.0],1885,,
9A9AD975-3D7B-47C3-E790-3C8E1D24A99E,base789,"Warner, Joshua G.",1-856-844-3746,dolor.nonummy@hotmail.com,565 Metus Av.,Lawton,[788],[3.0],1877,,
8529E38A-6D71-DCA3-276F-ABBCAF6CCE77,base1766,"Russo, Ori",(358) 852-0313,dolor.quam@icloud.com,"P.O. Box 953, 2215 Tellus. Rd.",Georgia,"[1765, 2265, 2765]","[3.0, 2.0, 1.5]",899,,
8529E38A-6D71-DCA3-276F-ABBCAF6CCE77,defaults266,John Doe,(358) 852-0313,dolor.quam@icloud.com,,,"[1765, 2265, 2765]","[2.0, 2.5, 1.0]",899,,
9538BF98-3713-C3DB-ED91-4DF2B750779E,base122,"Price, Quinlan",(278) 356-2318,dolor.quam@protonmail.ca,2457 Nunc Avenue,Huntsville,[121],[3.0],239,,
41C49955-71B8-5AEA-871B-E848B6D3CD5C,base158,Jescie N. Cabrera,(851) 498-5301,dolor.quisque@icloud.org,"P.O. Box 580, 8276 Non, Road",Tacoma,[157],[3.0],643,,
42B172DE-0E3D-E4DB-FE2C-8413F85241C6,base1355,Karly O. Frost,1-397-231-9571,dolor.quisque@outlook.com,Ap #180-5620 Eu Avenue,Lexington,[1354],[3.0],388,,
C3473139-3F17-7708-38E0-9540CD6C3553,base756,"Duke, Jana D.",2404680842,dolor.sit.amet@yahoo.com,794-2661 Sed Road,Worcester,[755],[3.0],1842,,
DE555E05-3569-3B9F-9548-74DE3BE0059E,base1856,"Avila, Upton",9622652441,dolor.sit@aol.com,Ap #555-8179 Vehicula Ave,Ketchikan,"[1855, 2355, 2855]","[3.0, 1.0, 1.5]",1017,,
DE555E05-3569-3B9F-9548-74DE3BE0059E,defaults356,John Doe,000-000-0000,dolor.sit@aol.com,,,"[1855, 2355]","[1.0, 1.5]",1018,,
A5E367A6-CD5E-0B1C-2073-94B8736BD332,base270,"Fleming, Jolie H.",8534417560,dolor.sit@icloud.edu,"P.O. Box 488, 7949 Dictum Road",Lakewood,[269],[3.0],1295,,
632697A4-FBEB-2FD4-64DB-F4DBB26E4AD2,base946,Abraham Woods,1220124136,dolor.sit@outlook.com,633-5775 Elit. Rd.,Gaithersburg,[945],[3.0],2050,,
C2671A53-37D1-1346-5185-D19615F7D401,base1641,Velma Villarreal,2618024722,dolor.tempus@google.com,193-5659 Eros St.,Flint,"[1640, 2140, 2640]","[2.0, 1.0, 1.5]",735,,
C2671A53-37D1-1346-5185-D19615F7D401,defaults141,John Doe,2618024722,dolor.tempus@google.com,,,"[1640, 2140, 2640]","[1.0, 1.5, 1.0]",735,,
E61D8960-9A72-61BE-C37C-AC8E5712D9B8,base1902,Oliver Stephens,1-110-654-9160,dolor.tempus@outlook.com,Ap #339-188 Morbi Street,Missoula,"[1901, 2401, 2901]","[3.0, 2.0, 1.5]",1081,,
E61D8960-9A72-61BE-C37C-AC8E5712D9B8,defaults402,John Doe,1-110-654-9160,dolor.tempus@outlook.com,,,"[1901, 2401, 2901]","[2.0, 2.5, 1.0]",1081,,
88D8BC88-7BE6-EA2D-FC35-E2C891DF47F7,base1511,Keely Rodriguez,(234) 778-7021,dolor.tempus@yahoo.com,7459 Diam Rd.,Kailua,"[1510, 2010, 2510]","[3.0, 2.0, 1.5]",559,,
88D8BC88-7BE6-EA2D-FC35-E2C891DF47F7,defaults11,John Doe,(234) 778-7021,dolor.tempus@yahoo.com,,,"[1510, 2010, 2510]","[2.0, 2.5, 1.0]",559,,
AE9CD3E9-C7A2-4179-B88A-30D8AE84B4EF,base1667,Tana Hill,1794336645,dolor@aol.com,"Ap #883-9012 Ultrices, Avenue",Henderson,"[1666, 2166, 2666]","[3.0, 2.5, 1.5]",771,,
AE9CD3E9-C7A2-4179-B88A-30D8AE84B4EF,defaults167,Tana Hill,1794336645,dolor@aol.com,,,"[1666, 2166, 2666]","[2.5, 2.5, 1.5]",771,,
068D33A5-979C-2C5D-A28C-7444C0BA84D2,base1364,Cairo I. Stuart,7558324764,dolor@aol.couk,"P.O. Box 593, 2701 Tristique Street",Bellevue,[1363],[3.0],397,,
5171EDA4-06C8-C805-5965-1496436DC576,base1170,"Fulton, Isaac",8454165864,dolor@aol.edu,Ap #934-8020 Nunc Rd.,Colorado Springs,[1169],[3.0],184,,
42B32777-C4C7-C0C6-099C-84A6AA97E20E,base1690,"Frost, Amal",(488) 766-5769,dolor@google.com,172-3859 Luctus Avenue,Gillette,"[1689, 1876, 2189, 2376, 2689]","[3.0, 1.0, 2.5, 1.0, 1.5]",798,,
42B32777-C4C7-C0C6-099C-84A6AA97E20E,defaults190,"Frost, Amal",(488) 766-5769,dolor@google.com,,,"[1689, 1876, 2189, 2376, 2689]","[2.5, 1.0, 2.5, 1.0, 1.5]",798,,
2DC16802-3578-79DB-4441-2A8154ED034A,base1877,Dalton Pate,(933) 576-8772,dolor@google.com,125-9977 Sem Street,Honolulu,"[1689, 1876, 2189, 2376, 2876]","[1.0, 3.0, 1.0, 2.5, 1.5]",799,,
2DC16802-3578-79DB-4441-2A8154ED034A,defaults377,Dalton Pate,(933) 576-8772,dolor@google.com,,,"[1689, 1876, 2189, 2376, 2876]","[1.0, 2.5, 1.0, 2.5, 1.5]",799,,
336151CE-4A17-DB62-D262-15B5CA971326,base447,"Marshall, Austin J.",2545479501,dolor@hotmail.net,221-4242 Ligula Av.,Clarksville,[446],[3.0],1494,,
BB8B7616-5DF6-E913-128A-25EA1D632A21,base1515,"Mathis, Oliver",1-359-664-5768,dolor@icloud.com,837-7606 Tincidunt Ave,Minneapolis,"[676, 1514, 2014, 2514]","[1.0, 3.0, 1.5, 1.5]",1750,,
804316D4-B7A8-E99A-B7A6-B29498AA4F5B,base677,"Mendez, Porter",1-281-362-9104,dolor@icloud.com,"P.O. Box 224, 4779 Nunc Av.",Sioux City,"[676, 1514, 2014]","[3.0, 1.0, 1.0]",1751,,
BB8B7616-5DF6-E913-128A-25EA1D632A21,defaults15,"Mathis, Oliver",000-000-0000,dolor@icloud.com,,,"[676, 1514, 2014]","[1.0, 1.5, 1.5]",1751,,
D94737CD-3DA2-E436-38DC-C32EBB6C959C,base544,"Houston, Idona W.",5409845475,dolor@outlook.com,7284 Sit St.,West Jordan,[543],[3.0],1601,,
332929BC-8B84-6A48-B07B-861461B23DF8,base1534,"Pratt, Jermaine",(526) 408-9828,dolor@yahoo.com,Ap #863-3198 Natoque St.,Rock Springs,"[1533, 2033, 2533]","[3.0, 2.5, 1.5]",586,,
332929BC-8B84-6A48-B07B-861461B23DF8,defaults34,"Pratt, Jermaine",(526) 408-9828,dolor@yahoo.com,,,"[1533, 2033, 2533]","[2.5, 2.5, 1.5]",586,,
3EA2C993-3F3F-4BC8-67EE-6444EA6D492F,base673,Owen Sloan,1-464-809-9397,donec.consectetuer.mauris@aol.com,375-1953 Mauris Rd.,Chattanooga,[672],[3.0],1746,,
CF28D4EE-57EE-E2C1-9ACF-828C16BC2B69,base200,"Howard, Philip W.",1-317-462-8644,donec.consectetuer@aol.ca,480-2655 Magna. Street,Shreveport,[199],[3.0],1213,,
87F24593-CE24-8D14-341B-11A6BDEE89B2,base1915,"Hughes, Zane",(663) 224-3174,donec.dignissim.magna@aol.com,"P.O. Box 927, 2171 Erat St.",Philadelphia,"[1914, 2414, 2914]","[3.0, 1.5, 1.5]",1099,,
87F24593-CE24-8D14-341B-11A6BDEE89B2,defaults415,"Hughes, Zane",000-000-0000,donec.dignissim.magna@aol.com,,,"[1914, 2414]","[1.5, 1.5]",1100,,
4F514B5C-A9AC-229E-CC42-513CCD662481,base1437,"Terrell, Yuri",1-636-940-0989,donec.egestas@aol.com,Ap #621-8282 Sociis Avenue,Bellevue,[1436],[3.0],477,,
833C31A3-1295-F8F1-4A36-084CB1D34378,base1228,"Vang, Raymond",(682) 241-7896,donec.egestas@protonmail.ca,"P.O. Box 930, 7042 Vestibulum Street",Fayetteville,[1227],[3.0],247,,
6E6152D1-A174-E356-8BEB-EDDAAAF27EFE,base911,Kibo Barton,1-175-547-4040,donec.elementum.lorem@hotmail.com,Ap #255-1040 Sit Ave,Lakewood,[910],[3.0],2013,,
A71BE8E2-2619-5473-25C9-90E24C74BD8C,base48,Tiger Stafford,7541471978,donec.est@aol.ca,804-8929 Et Av.,Atlanta,[47],[3.0],1530,,
921147D8-49DA-26A5-2E8E-B9A18431439E,base702,Keegan E. Reid,1-408-433-5467,donec.feugiat.metus@google.com,"P.O. Box 447, 5815 Erat. Road",Kenosha,[701],[3.0],1783,,
9EDA9C35-7676-16C8-BF8A-A76DA1740527,base1607,Asher K. Gray,8826656405,donec.feugiat@outlook.com,"Ap #563-8043 Vulputate, St.",Hillsboro,"[1606, 2106, 2606]","[3.0, 1.5, 1.5]",685,,
73B332D6-78CA-1E5A-1041-FABFE4A1F38B,base1331,"Curtis, Fleur",1-851-373-3124,donec.fringilla.donec@protonmail.com,"P.O. Box 405, 9297 Quam St.",Annapolis,[1330],[3.0],363,,
81C34E0D-A90C-9AA5-9F71-65FF1339D759,base1149,Kasimir V. Jefferson,2217833256,donec.luctus.aliquet@protonmail.edu,2241 Nullam St.,San Francisco,[1148],[2.0],161,,
219F502E-5B51-3974-C250-94C99A667C95,base81,Jonas E. Wall,(705) 185-2755,donec.nibh.enim@icloud.edu,"P.O. Box 961, 5383 Dolor Rd.",Fort Smith,[80],[3.0],1903,,
1BB4364A-15C1-4CC6-C7C5-E8B97D6B3846,base316,"Alvarez, Abigail S.",(650) 233-3801,donec.nibh.quisque@outlook.couk,Ap #750-3184 Nec Avenue,Overland Park,[315],[3.0],1347,,
C20A4A89-E7DB-8C92-46D9-5D32D9CA38FE,base759,Kelsie N. Ryan,(462) 501-2742,donec.nibh@google.com,Ap #510-8742 Metus Street,Sacramento,[758],[3.0],1845,,
FA915CAC-E079-C654-67D7-A63FD135126A,base1406,"Stafford, Mufutau",3761501785,donec.nibh@icloud.couk,"P.O. Box 668, 2248 Aliquam Ave",Bellevue,[1405],[3.0],444,,
DDB83885-59D5-3717-FE36-A60D1B01D17A,base390,Judah Lyons,3200477842,donec.non.justo@hotmail.couk,Ap #613-8479 Habitant St.,Augusta,[389],[2.0],1430,,
5F45CCD7-4624-1323-8B49-3DB53A7D31A0,base235,Vivian Burnett,1-882-615-0382,donec.non@google.net,Ap #828-5394 Sit Ave,Great Falls,[234],[3.0],1255,,
22499BCD-A21A-E1EA-7766-2B1783CE6C38,base188,"Whitney, Leslie T.",1-611-781-7063,donec.porttitor.tellus@aol.net,9726 Luctus Rd.,Minneapolis,[187],[3.0],1050,,
FC3344A8-827B-B769-C21C-B533D208D0A7,base1834,Velma T. Paul,(981) 357-5436,donec.porttitor@aol.com,"319-3684 Non, Avenue",Madison,"[1833, 2333, 2833]","[3.0, 2.5, 1.5]",991,,
FC3344A8-827B-B769-C21C-B533D208D0A7,defaults334,Velma T. Paul,(981) 357-5436,donec.porttitor@aol.com,,,"[1833, 2333, 2833]","[2.5, 2.5, 1.5]",991,,
6F533F48-51FE-763E-3AEE-CC459054D26E,base117,"Barber, Herman M.",(229) 719-6564,donec.tempor.est@icloud.net,7439 Donec Ave,Clarksville,[116],[3.0],185,,
E1AC9C1D-6112-A931-7259-A70BA7469277,base1173,"Warner, Macy D.",4677798740,donec.tempus.lorem@protonmail.couk,"P.O. Box 642, 3773 Sem Av.",Bellevue,[1172],[3.0],188,,Score not above threshold as email is not matching
7471E002-7379-6A3E-F9A2-94206C4CC67B,base1779,"Yang, Phoebe Y.",1-635-493-5197,donec.tincidunt.donec@google.com,"P.O. Box 900, 9939 Rutrum Avenue",Birmingham,"[1778, 2278, 2778]","[3.0, 2.5, 1.5]",917,,
7471E002-7379-6A3E-F9A2-94206C4CC67B,defaults279,"Yang, Phoebe Y.",1-635-493-5197,donec.tincidunt.donec@google.com,,,"[1778, 2278, 2778]","[2.5, 2.5, 1.5]",917,,
0AD2149D-347F-3726-D6EC-AB5AEF761216,base1994,Fuller Brewer,1-226-763-2606,donec.tincidunt@aol.com,"Ap #538-4921 A, Avenue",San Francisco,"[727, 1993, 2493, 2993]","[1.0, 3.0, 2.5, 1.5]",1810,,
0AD2149D-347F-3726-D6EC-AB5AEF761216,defaults494,Fuller Brewer,1-226-763-2606,donec.tincidunt@aol.com,,,"[727, 1993, 2493, 2993]","[1.0, 2.5, 2.5, 1.5]",1810,,
F27F123D-5F8A-D339-1E7E-5D0DEA6D574F,base1357,Lysandra G. Ayers,591974495,donec.tincidunt@google.com,Ap #981-2399 Bibendum Rd.,Fresno,[1356],[3.0],390,,
DE98B67B-5649-8D4D-A5BA-ECAF11B6956B,base1664,"Horton, Wang",(375) 911-5520,donec.vitae@icloud.com,796 Nulla. Street,Duluth,"[1663, 2163, 2663]","[3.0, 1.5, 1.5]",766,,
1D38EA08-8F7C-3289-9554-16B604EA61B9,base1666,Carly Valencia,1-255-457-5828,donec.vitae@yahoo.com,940-9381 Sed Ave,Green Bay,"[1665, 2165, 2665]","[3.0, 2.5, 1.5]",770,,
1D38EA08-8F7C-3289-9554-16B604EA61B9,defaults166,Carly Valencia,1-255-457-5828,donec.vitae@yahoo.com,,,"[1665, 2165, 2665]","[2.5, 2.5, 1.5]",770,,
CBDE3923-6468-BA73-1E3E-32CC8B9AF162,base414,Ulla M. Flynn,5547601263,donec@aol.net,823-680 Enim. Street,Reading,[413],[3.0],1458,,
9C544A3A-E5A4-9D48-4B14-45329C5A4FB4,base897,Hiroko B. Goodwin,(671) 752-2591,donec@hotmail.com,"P.O. Box 109, 2124 Pellentesque St.",Atlanta,"[704, 896]","[1.0, 3.0]",1786,,
C007B4DE-E5B1-C7ED-7222-388129E2B626,base705,Andrew Rivera,1-172-591-4224,donec@hotmail.com,Ap #970-7775 Sit Av.,Reno,"[704, 896]","[3.0, 1.0]",1786,,
ABFB22CA-B424-42DA-3FC0-6698B48DA23E,base1365,"Ramsey, Wade",1-688-434-4516,donec@hotmail.edu,805-6860 Diam Av.,Norfolk,[1364],[3.0],398,,
14228314-9941-18DD-A43B-4238CB667CEA,base833,Shana W. Holland,2225575674,donec@icloud.com,Ap #264-3002 In Ave,Fort Worth,"[832, 842]","[3.0, 1.0]",1928,,
25A09472-E85D-DA92-7244-57BB284CDA3D,base843,Shannon Hicks,(765) 872-1607,donec@icloud.com,"595-2789 Amet, Road",Jacksonville,"[832, 842]","[1.0, 3.0]",1928,,
82489822-942A-814C-527C-BCD523E7D13C,base1478,Lewis Holloway,1-222-239-8764,donec@icloud.net,"Ap #571-5049 Luctus, Rd.",West Valley City,[1477],[3.0],521,,
1FC05B30-AAAE-ED6B-9CC1-C4504CB7AA51,base1385,Ray Kinney,(556) 434-7522,donec@outlook.com,314-3171 Aliquet Ave,College,[1384],[3.0],420,,
20EA45BC-52EF-AD53-35D5-4E4C3CBB37D1,base109,"Kim, Myra L.",(484) 936-6959,dui.augue@hotmail.org,"P.O. Box 832, 9622 Phasellus Street",Jonesboro,[108],[3.0],96,,
27D2D901-115E-7FB2-6769-2ACEA9EC4F4B,base552,"Spence, Anastasia G.",(617) 718-2682,dui.cum@aol.com,Ap #884-5557 Magna. Rd.,Gary,[551],[3.0],1611,,
4A1F2E00-58A2-EB2D-3EC5-D0898EA6E8D0,base774,"Dunn, Hollee",(527) 406-6541,dui.fusce.diam@icloud.com,Ap #182-3383 Eleifend Av.,Kearney,[773],[3.0],1860,,
3292D923-7B41-E7AE-67E8-7FBCFD752C61,base823,Cameron Dunn,(853) 605-8336,dui.fusce@yahoo.com,Ap #638-6205 Mi Rd.,Springfield,[822],[3.0],1916,,
1DD99281-D44A-2EA0-B2B8-F03C4227A01D,base1958,Dorian D. Taylor,(558) 659-7382,dui.nec.tempus@aol.com,"P.O. Box 588, 2971 Varius St.",Rockville,"[1957, 2457, 2957]","[3.0, 2.5, 1.5]",1162,,
1DD99281-D44A-2EA0-B2B8-F03C4227A01D,defaults458,Dorian D. Taylor,(558) 659-7382,dui.nec.tempus@aol.com,,,"[1957, 2457, 2957]","[2.5, 2.5, 1.5]",1162,,
AA12891C-74AB-F99E-6886-BF16249AEE8E,base1961,Chaney J. Rojas,1-460-740-3157,dui.nec.urna@icloud.com,7812 Nunc Avenue,Kapolei,"[1960, 2460, 2960]","[3.0, 2.5, 1.5]",1166,,
AA12891C-74AB-F99E-6886-BF16249AEE8E,defaults461,Chaney J. Rojas,1-460-740-3157,dui.nec.urna@icloud.com,,,"[1960, 2460, 2960]","[2.5, 2.5, 1.5]",1166,,
4D17B8D5-5CD5-E78C-A7A2-BC98A03154DB,base836,Seth I. Beasley,1-248-214-5185,dui.nec@hotmail.com,"Ap #301-8661 Et, Av.",Burlington,[835],[3.0],1931,,
C698C8A6-82F7-2A5E-E5E5-B33729AEAE8F,base1247,"Hughes, Molly V.",2713154246,dui.nec@protonmail.edu,475-7128 Varius. Rd.,Wilmington,[1246],[3.0],268,,
4B361401-7715-3853-71BA-57EE76541B2D,base842,Wade Mason,(287) 886-3115,dui.nec@yahoo.com,6647 Nullam Rd.,Naperville,[841],[3.0],1937,,
91A4CA56-4638-661B-33CD-A5BDC5C6AE1B,base1413,Wyatt L. Landry,1647597571,dui@aol.com,116-8539 Egestas. Ave,Gary,"[266, 1412]","[1.0, 3.0]",1292,,
27D7DA86-BE20-D192-B9BB-DFD1A09BBA36,base24,Alma P. Hopper,7218785288,dui@protonmail.ca,Ap #706-1790 Proin Av.,Lowell,[23],[3.0],1262,,
CBEB1CAE-7D2A-CF8A-FC64-E7498D48E1D2,base212,"Tran, Hiram A.",8532155354,duis.at@hotmail.org,Ap #405-9081 Pede Street,Provo,[211],[3.0],1229,,
0D24395C-5AA8-A8C4-99B4-4DE5DB3DD76D,base1538,"Frye, Vielka J.",1-665-622-3141,duis.at@yahoo.com,Ap #519-621 Molestie. St.,Jacksonville,"[1537, 2037, 2537]","[3.0, 2.5, 1.5]",590,,
0D24395C-5AA8-A8C4-99B4-4DE5DB3DD76D,defaults38,"Frye, Vielka J.",1-665-622-3141,duis.at@yahoo.com,,,"[1537, 2037, 2537]","[2.5, 2.5, 1.5]",590,,
B8DA3203-6965-7BCA-EBF1-C98EF0676623,base1875,"Morgan, Jescie",(889) 573-5680,duis.dignissim@hotmail.com,Ap #241-9711 Placerat. Rd.,Davenport,"[1874, 2374, 2874]","[3.0, 2.5, 1.5]",1042,,
B8DA3203-6965-7BCA-EBF1-C98EF0676623,defaults375,"Morgan, Jescie",(889) 573-5680,duis.dignissim@hotmail.com,,,"[1874, 2374, 2874]","[2.5, 2.5, 1.5]",1042,,
9A1252A5-FA3A-F358-3E5C-3632A2367B8B,base1238,Reece I. Wilson,1-567-347-2680,duis.gravida@aol.ca,Ap #272-2480 Tempus Rd.,Naperville,[1237],[3.0],258,,
DF768E98-6DB2-A564-0F8F-A9EC72A31C8D,base1292,Julian R. Rasmussen,1-684-515-2310,duis.gravida@aol.couk,Ap #464-9703 Mauris Road,Colchester,[1291],[3.0],318,,
D31E3389-1C37-4529-D68C-79C81CE84804,base1277,"Ballard, Evan Q.",1-954-508-5021,duis.mi@aol.edu,"P.O. Box 255, 2992 Nibh Rd.",Metairie,[1276],[3.0],301,,
334AAEC8-B6E2-A443-E66D-6EC3C695BF58,base457,Sophia V. Conrad,8365136764,duis.risus.odio@icloud.ca,823-5664 Cubilia Av.,Reading,[456],[3.0],1505,,
093454E4-9EDD-68FB-61D3-0A7492493E1D,base676,"Vaughan, Shelby",(820) 851-7182,duis.risus.odio@icloud.com,Ap #263-9671 Libero. Avenue,Kenosha,[675],[3.0],1749,,
8810FD55-199C-5E21-A6BE-F67576A37A05,base1685,"Dillon, Hilary",3493563172,duis.risus@hotmail.com,7542 In Road,Richmond,"[1684, 2184, 2684]","[3.0, 2.5, 1.5]",793,,
8810FD55-199C-5E21-A6BE-F67576A37A05,defaults185,"Dillon, Hilary",3493563172,duis.risus@hotmail.com,,,"[1684, 2184, 2684]","[2.5, 2.5, 1.5]",793,,
548A6C46-1CC3-41E2-E654-95AF8715AC1D,base469,Nigel W. Peters,(326) 262-3651,duis.risus@icloud.net,Ap #752-5049 Nulla Av.,College,[468],[3.0],1517,,
717AFD57-8A84-7828-4CE9-9C6D4963E485,base1716,Burke Holland,1-226-902-9494,duis.sit@aol.com,Ap #390-1023 Luctus Street,Paradise,"[1715, 2215, 2715]","[3.0, 2.5, 1.5]",836,,
717AFD57-8A84-7828-4CE9-9C6D4963E485,defaults216,Burke Holland,1-226-902-9494,duis.sit@aol.com,,,"[1715, 2215, 2715]","[2.5, 2.5, 1.5]",836,,
9BD5F883-5B99-6E94-B985-2C65E1C783E8,base543,Logan W. Vance,3166978321,duis@google.com,Ap #217-3523 Duis Rd.,Birmingham,"[542, 1487]","[3.0, 1.0]",1600,,
ACE612BB-C6AE-2525-1554-27F555B48E07,base1488,"Robertson, Faith",1-875-709-9173,duis@google.com,271-5069 Litora Street,Pike Creek,"[542, 1487]","[1.0, 3.0]",1600,,
58CF95D1-C64D-85C1-DAAF-63594A18CD8D,base1226,Judith D. Banks,(728) 685-5796,duis@google.net,6136 Ipsum Avenue,Tallahassee,[1225],[3.0],245,,
8867DB79-1A7A-C59A-2D6D-A764CE8061CB,base106,Gabriel Bauer,(865) 363-2865,duis@yahoo.ca,710-6899 Ac St.,Joliet,[105],[3.0],64,,
6A41E832-27FD-D427-D7FC-65D3AA77493D,base548,"Parrish, Oliver I.",(454) 297-3774,duis@yahoo.com,"7145 Elementum, St.",Miami,[547],[3.0],1606,,
2A83D927-5639-75A3-5683-E63707ADE6CC,base57,Sade J. Jimenez,1-592-634-5218,egestas.a@icloud.edu,Ap #420-3281 Magna St.,Baltimore,[56],[3.0],1629,,
715EF0E3-D8BA-6E57-1B72-7D0E1BC08233,base1606,"Gonzales, Mohammad N.",(778) 749-1890,egestas.aliquam@google.com,"Ap #898-2395 Non, Avenue",Norman,"[1605, 2105, 2605]","[3.0, 1.5, 1.5]",682,,
715EF0E3-D8BA-6E57-1B72-7D0E1BC08233,defaults106,"Gonzales, Mohammad N.",000-000-0000,egestas.aliquam@google.com,,,"[1605, 2105]","[1.5, 1.5]",683,,
CED8A484-1AF7-58C0-973B-7BDE8C39A33A,base1455,Kelly Rodriguez,(201) 831-1844,egestas.aliquam@hotmail.couk,929-3174 Turpis. Ave,Aurora,[1454],[3.0],496,,
D2323E1F-2FDE-58F7-6EA1-23C9B0CD7BAE,base715,Vance Hickman,1-895-193-5524,egestas.blandit.nam@aol.com,121-3912 Egestas. Street,Butte,[714],[3.0],1798,,
0A8329BD-FFB4-BA41-96EC-32B3DC82361B,base590,Gail Q. Cooke,(441) 553-5774,egestas.hendrerit@hotmail.com,506-665 Risus. St.,Phoenix,[589],[3.0],1653,,
ABE4C37B-9FBC-EC92-9527-F5A20C7E941C,base1392,"Porter, Lev",1-344-260-9177,egestas.lacinia.sed@icloud.com,Ap #299-5702 Lorem Rd.,Owensboro,[1391],[3.0],428,,
9C41C333-960E-C102-8532-9DDE7CC758BC,base1522,"Whitney, Idona",6288273723,egestas.lacinia@hotmail.com,956-6837 Arcu. Street,Bangor,"[220, 1521, 2021, 2521]","[1.0, 3.0, 2.5, 1.5]",1239,,
9C41C333-960E-C102-8532-9DDE7CC758BC,defaults22,"Whitney, Idona",6288273723,egestas.lacinia@hotmail.com,,,"[220, 1521, 2021, 2521]","[1.0, 2.5, 2.5, 1.5]",1239,,
E5DD646C-016E-9652-5936-8C9AEB4EA794,base221,Erasmus Harrison,(723) 573-3391,egestas.lacinia@hotmail.com,2142 Commodo Rd.,Springfield,"[220, 1521, 2021]","[3.0, 1.0, 1.0]",1240,,
841E7FFE-2093-208C-DB29-B58D701F277A,base241,"Atkinson, Desiree",(654) 559-3956,egestas.nunc@protonmail.org,717-612 Sed St.,Newport News,[240],[3.0],1263,,
BC365B5A-5BB4-A373-CD23-F51756EEE212,base318,Wanda E. Burgess,(820) 823-8256,egestas.nunc@yahoo.org,604-9365 Non Street,Toledo,[317],[3.0],1349,,
23F0E93E-EFF8-5182-6A8B-F2B752B4E53C,base1938,"Warner, Minerva",3384657352,egestas.rhoncus@hotmail.com,570-2682 Adipiscing Av.,Sandy,"[1937, 2437, 2937]","[3.0, 2.5, 1.5]",1136,,
23F0E93E-EFF8-5182-6A8B-F2B752B4E53C,defaults438,"Warner, Minerva",3384657352,egestas.rhoncus@hotmail.com,,,"[1937, 2437, 2937]","[2.5, 2.5, 1.5]",1136,,
E4514E01-B542-06C7-24D8-909DBCCE5621,base1507,Indira Herrera,8436666077,egestas.rhoncus@outlook.com,Ap #967-159 Quis St.,Duluth,"[1506, 2006, 2506]","[3.0, 1.5, 1.5]",554,,
1B9576F5-3678-F84F-DEE5-1417A874230D,base244,"Hoover, Lara V.",3442429823,egestas.sed@google.org,5896 Nisi Rd.,St. Petersburg,[243],[2.0],1266,,
E34DB622-A964-4EC5-D939-D4B9C05E03E7,base1970,Kermit L. Estrada,(858) 337-2294,egestas@aol.com,266-3320 Lectus Av.,Overland Park,"[1969, 2469, 2969]","[3.0, 2.0, 1.5]",1175,,
E34DB622-A964-4EC5-D939-D4B9C05E03E7,defaults470,John Doe,(858) 337-2294,egestas@aol.com,,,"[1969, 2469, 2969]","[2.0, 2.5, 1.0]",1175,,
BE7BC9D0-1003-2179-77B7-86427FD9D5AF,base1921,Travis Contreras,1844553516,egestas@hotmail.com,Ap #334-9163 Dictum Street,Eugene,"[785, 1920, 2420, 2920]","[1.0, 3.0, 2.5, 1.5]",1873,,
BE7BC9D0-1003-2179-77B7-86427FD9D5AF,defaults421,Travis Contreras,1844553516,egestas@hotmail.com,,,"[785, 1920, 2420, 2920]","[1.0, 2.5, 2.5, 1.5]",1873,,
73B79197-6E9C-2317-5B93-C3A4B70CB8F1,base786,Yasir G. Mckay,1-636-718-9782,egestas@hotmail.com,2538 Semper Street,Colchester,"[785, 1920, 2420]","[3.0, 1.0, 1.0]",1874,,
9932D572-FA8B-A9DA-EF16-3A019A075538,base1570,"Snyder, Kelsey U.",1-555-537-7668,egestas@icloud.com,Ap #863-5644 Dictum Avenue,Provo,"[732, 1569, 2069, 2569]","[1.0, 3.0, 2.5, 1.5]",1817,,
9932D572-FA8B-A9DA-EF16-3A019A075538,defaults70,"Snyder, Kelsey U.",1-555-537-7668,egestas@icloud.com,,,"[732, 1569, 2069, 2569]","[1.0, 2.5, 2.5, 1.5]",1817,,
28A05121-1596-7350-2BD5-3E32DA61A56A,base733,Justina Hanson,(843) 838-9423,egestas@icloud.com,215-3028 Facilisis Ave,Gulfport,"[732, 1569, 2069]","[3.0, 1.0, 1.0]",1818,,
C4C99FB9-9AFB-C62C-8851-D80848BA3BE2,base248,Neil Moran,1-427-507-4152,egestas@outlook.couk,Ap #975-5181 Euismod Street,Birmingham,[247],[3.0],1270,,
81A6716D-748B-B62A-F2F2-B048897FFDA7,base1845,"Branch, Maryam",157497145,egestas@yahoo.com,Ap #268-6023 Hendrerit St.,Fayetteville,"[1844, 2344, 2844]","[3.0, 2.5, 1.5]",1005,,
